"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027401","1951-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","X","0.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","21","","","","19510702","+,,0","19510731","+,,0","19510731","+,,0","","","19510709","+,,0","19510725",",,0","-1.1",",0,02,+","0",",,0,31,+","0",",,0,31,+","5.1",",,0,09,+","16.7",",0,25,","408.0","X","408.0",",0","17.2",",,,0","0",",,,0","5.17",",0","8.21",",,,0","2.13",",,,0","","","","","","","",""
"USW00027401","1951-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","X","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24","","","","19510827",",,0","19510831","+,,0","19510831","+,,0","","","19510823",",,0","19510810",",,0","0.6",",0,27,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,23,","16.7",",0,10,","777.6","X","369.6",",0","20.8",",,,0","0",",,,0","6.41",",0","9.40",",,,0","3.42",",,,0","","","","","","","",""
"USW00027401","1951-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","X","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","16",",0","6",",0","0",",0","0",",0","17","","","","19510929",",,0","19510930","+,,0","19510930","+,,0","","","19510918",",,0","19510912","+,,0","-10.6",",0,29,","0",",T,0,30,+","0",",T,0,30,+","5.1",",,0,18,","7.8",",0,12,+","1296.8","X","519.2",",0","11.7",",,,0","0",",T,,0","1.03",",0","2.83",",,,0","-0.78",",,,0","","","","","","","",""
"USW00027401","1951-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","X","0.0",",0","13",",0","7",",0","0",",0","26",",0","7",",0","10",",0","31",",0","29",",0","0",",0","0",",0","20","","","","19511011","+,,0","19511031","+,,0","19511009",",,0","","","19511009",",,0","19511002",",,0","-25.0",",0,11,+","254",",,0,31,+","76",",,0,09,","7.6",",,0,09,","4.4",",0,02,","2123.9","X","827.1",",0","36.2",",,,0","362",",,,0","-8.35",",0","-4.61",",,,0","-12.09",",,,0","","","","","","","",""
"USW00027401","1951-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","X","0.0",",0","12",",0","2",",0","0",",0","30",",0","1",",0","12",",0","30",",0","29",",0","0",",0","0",",0","19","","","","19511130","+,,0","19511130",",,X","19511106",",,0","","","19511106",",,0","19511102",",,0","-25.0",",0,30,+","356",",,X,30,","56",",,0,06,","8.1",",,0,06,","1.1",",0,02,","3033.9","X","910.0",",0","22.4",",,,0","166",",,,0","-12.00",",0","-8.49",",,,0","-15.52",",,,0","","","","","","","",""
"USW00027401","1951-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","X","0.0","4,X","9",",X","0",",X","0",",X","31",",X","0",",X","25","3,X","28","3,X","30","1,X","0","1,X","0","1,X","13","","","","19511210","+,3,X","19511231","+,,X","19511227",",,X","","","19511227",",,X","19511227",",1,X","-38.9","3,X,10,+","381",",,X,31,+","13",",,X,27,","1.3",",,X,27,","-1.1","1,X,27,","4138.2","X","1104.3","1,X","5.3",",,,X","53",",,,X","-22.55","4,X","-18.71","1,,,X","-26.39","3,,,X","","","","","","","",""
"USW00027401","1952-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","0",",0","30",",0","31",",0","31",",0","0",",0","0",",0","15","","","","19520120",",,0","19520131","+,,X","19520114",",,0","","","19520114",",,0","19520114",",,0","-38.9",",0,20,","381",",,X,31,+","10",",,0,14,","1.0",",,0,14,","-8.9",",0,14,","5522.0","0","1383.8",",0","2.3",",,,0","23",",,,0","-26.31",",0","-22.37",",,,0","-30.24",",,,0","","","","","","","",""
"USW00027401","1952-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","29",",X","0",",X","29",",0","29",",0","29",",0","0",",0","0",",0","13","","","","19520212",",,0","19520204","+,,X","19520227","+,,X","","","19520227","+,,0","19520208",",,0","-42.2",",0,12,","406",",,X,04,+","0",",T,X,27,+","0.0",",T,0,27,+","-18.3",",0,08,","6994.7","0","1472.7",",0","0.0",",T,,0","0",",T,,X","-32.45",",0","-29.27",",,,0","-35.63",",,,0","","","","","","","",""
"USW00027401","1952-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","22","","","","19520321",",,0","19520331","+,,0","19520325",",,0","","","19520325",",,0","19520311",",,0","-38.3",",0,21,","279",",,0,31,+","13",",,0,25,","1.3",",,0,25,","-13.9",",0,11,","8403.3","0","1408.6",",0","7.0",",,,0","70",",,,0","-27.11",",0","-23.53",",,,0","-30.68",",,,0","","","","","","","",""
"USW00027401","1952-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","30",",X","0",",X","26",",0","30",",0","30",",0","0",",0","0",",0","20","","","","19520415",",,0","19520430","+,,0","19520410",",,X","","","19520410",",,0","19520408",",,0","-38.3",",0,15,","330",",,0,30,+","15",",,X,10,","1.5",",,0,10,","-1.1",",0,08,","9568.8","0","1165.5",",0","4.6",",,,0","61",",,,X","-20.52",",0","-15.76",",,,0","-25.28",",,,0","","","","","","","",""
"USW00027401","1952-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","31",",X","1",",X","6",",0","31",",0","30",",0","0",",0","0",",0","30","","","","19520505",",,0","19520531",",,0","19520531",",,X","","","19520531",",,0","19520531",",,0","-21.7",",0,05,","381",",,0,31,","28",",,X,31,","2.8",",,0,31,","0.6",",0,31,","10404.4","0","835.6",",0","7.6",",,,0","95",",,,X","-8.62",",0","-5.12",",,,0","-12.12",",,,0","","","","","","","",""
"USW00027401","1952-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","3",",0","1",",0","21",",X","2",",X","0",",0","28",",0","4",",0","0",",0","0",",0","29","","","","19520603",",,0","19520605","+,,0","19520617",",,X","2","","19520621",",,0","19520621",",,0","-3.9",",0,03,","254",",,0,05,+","61",",,X,17,","30.5",",,0,21,","3.9",",0,21,","10943.6","0","539.2",",0","45.1",",,,0","113",",,,X","0.36",",0","1.78",",,,0","-1.06",",,,0","","","","","","","",""
"USW00027401","1952-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",X","10",",0","4",",0","0",",0","0",",0","0",",0","0",",X","7",",X","0",",X","0",",X","0",",X","19","","","","19520723","+,,X","19520715","+,,0","19520715",",,0","","","19520715",",,0","19520709",",,X","-1.7",",X,23,+","0",",T,0,15,+","3",",,0,15,","18.8",",,0,15,","18.3",",X,09,","428.1","0","428.1",",X","40.8",",,,0","3",",,,0","4.52",",X","7.20",",,,X","1.85",",,,X","","","","","","","",""
"USW00027401","1952-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","2",",0","0",",0","0",",0","24","","","","19520822","+,,0","19520831","+,,0","19520831","+,,0","","","19520814",",,0","19520803",",,0","-3.9",",0,22,+","0",",,0,31,+","0",",T,0,31,+","14.7",",,0,14,","18.3",",0,03,","901.5","0","473.4",",0","35.7",",,,0","0",",T,,0","3.06",",0","5.30",",,,0","0.82",",,,0","","","","","","","",""
"USW00027401","1952-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","1",",0","0",",0","8",",X","1",",X","0",",0","30",",0","23",",0","0",",0","0",",0","25","","","","19520929","+,,0","19520930",",,0","19520930",",,X","","","19520930",",,0","19520902",",,0","-8.9",",0,29,+","76",",,0,30,","76",",,X,30,","7.6",",,0,30,","2.8",",0,02,","1512.7","0","611.2",",0","15.1",",,,0","127",",,,X","-2.04",",0","-0.93",",,,0","-3.15",",,,0","","","","","","","",""
"USW00027401","1952-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","16",",0","8",",0","0",",0","31",",X","8",",X","5",",0","31",",0","29",",0","0",",0","0",",0","21","","","","19521025","+,,0","19521031","+,,0","19521020",",,X","","","19521020",",,0","19521006",",,0","-21.1",",0,25,+","178",",,0,31,+","66",",,X,20,","6.6",",,0,20,","3.3",",0,06,","2310.7","0","798.0",",0","40.7",",,,0","394",",,,X","-7.41",",0","-4.55",",,,0","-10.26",",,,0","","","","","","","",""
"USW00027401","1952-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","11",",0","2",",0","0",",0","30",",X","2",",X","5",",0","30",",0","30",",0","0",",0","0",",0","27","","","","19521130",",,0","19521130","+,,0","19521124",",,X","","","19521124",",,0","19521124","+,,0","-29.4",",0,30,","356",",,0,30,+","56",",,X,24,","5.6",",,0,24,","-1.7",",0,24,+","3172.7","0","862.0",",0","20.9",",,,0","192",",,,X","-10.40",",0","-8.12",",,,0","-12.68",",,,0","","","","","","","",""
"USW00027401","1952-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","2,0","5",",0","1",",0","0",",0","31",",X","1",",X","29","1,0","30","1,0","30","1,0","0","1,0","0","1,0","14","","","","19521229",",1,0","19521214","+,,0","19521226",",,X","","","19521226",",,0","19521231",",1,0","-36.7","1,0,29,","356",",,0,14,+","38",",,X,26,","3.8",",,0,26,","-15.0","1,0,31,","4374.3","0","1201.6","1,0","6.7",",,,0","70",",,,X","-23.22","2,0","-20.15","1,,,0","-26.29","1,,,0","","","","","","","",""
"USW00027401","1953-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",X","0",",X","30",",0","31",",0","31",",0","0",",0","0",",0","14","","","","19530123",",,0","19530131","+,,0","19530110",",,X","","","19530110",",,0","19530106",",,0","-42.8",",0,23,","330",",,0,31,+","8",",,X,10,","0.8",",,0,10,","-13.3",",0,06,","5839.9","0","1465.6",",0","2.1",",,,0","21",",,,X","-28.95",",0","-25.68",",,,0","-32.21",",,,0","","","","","","","",""
"USW00027401","1953-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","0",",0","0",",0","28",",X","0",",X","28",",0","28",",0","28",",0","0",",0","0",",0","14","","","","19530203","+,,0","19530228","+,,0","19530212",",,X","","","19530212",",,0","19530214",",,0","-43.9",",0,03,+","356",",,0,28,+","15",",,X,12,","1.5",",,0,12,","-15.6",",0,14,","7136.8","0","1296.9",",0","6.2",",,,0","67",",,,X","-27.99",",0","-24.73",",,,0","-31.25",",,,0","","","","","","","",""
"USW00027401","1953-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","1,0","5",",0","0",",0","0",",0","31",",X","0",",X","30","1,0","30","1,0","31",",0","0",",0","0",",0","12","","","","19530307","+,1,0","19530310","+,,0","19530303",",,X","","","19530303",",,0","19530308",",,0","-39.4","1,0,07,+","381",",,0,10,+","10",",,X,03,","1.0",",,0,03,","-16.7",",0,08,","8481.8","0","1345.0",",0","2.4",",,,0","29",",,,X","-26.49","1,0","-22.43",",,,0","-30.55","1,,,0","","","","","","","",""
"USW00027401","1953-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","30",",X","1",",X","16",",0","30",",0","30",",0","0",",0","0",",0","13","","","","19530414",",,0","19530419","+,,0","19530411",",,X","","","19530411",",,0","19530421",",,0","-31.7",",0,14,","330",",,0,19,+","43",",,X,11,","4.3",",,0,11,","-2.8",",0,21,","9494.9","0","1013.1",",0","7.0",",,,0","70",",,,X","-15.44",",0","-10.98",",,,0","-19.89",",,,0","","","","","","","",""
"USW00027401","1953-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","31",",X","0",",X","2",",0","31",",0","25",",0","0",",0","0",",0","27","","","","19530502",",,0","19530516","+,,0","19530519",",,X","","","19530515",",,0","19530516",",,0","-20.6",",0,02,","254",",,0,16,+","15",",,X,19,","5.8",",,0,15,","3.3",",0,16,","10235.6","0","740.7",",0","9.7",",,,0","39",",,,X","-5.56",",0","-2.76",",,,0","-8.35",",,,0","","","","","","","",""
"USW00027401","1953-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","7",",X","0",",X","0",",0","17",",0","0",",0","0",",0","0",",0","22","","","","19530610","+,,0","19530601",",,0","19530630","+,,X","","","19530622",",,0","19530620",",,0","-2.2",",0,10,+","102",",,0,01,","0",",T,X,30,+","6.6",",,0,22,","16.1",",0,20,","10700.9","0","465.3",",0","31.5",",,,0","0",",T,,X","2.82",",0","5.19",",,,0","0.45",",,,0","","","","","","","",""
"USW00027401","1953-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","1",",0","0",",0","0",",X","0",",X","0",",0","9",",0","0",",0","1",",0","0",",0","16","","","","19530702",",,0","19530731","+,,0","19530718","+,,X","","","19530715",",,0","19530710",",,0","-2.8",",0,02,","0",",,0,31,+","0",",T,X,18,+","4.6",",,0,15,","21.7",",0,10,","424.6","0","424.6",",0","12.7",",,,0","0",",T,,X","4.64",",0","7.82",",,,0","1.45",",,,0","","","","","","","",""
"USW00027401","1953-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","15",",0","6",",0","0",",0","2",",X","1",",X","0",",0","15",",0","3",",0","0",",0","0",",0","25","","","","19530820","+,,0","19530827","+,,0","19530814",",,X","","","19530804",",,0","19530811","+,,0","-1.7",",0,20,+","25",",,0,27,+","64",",,X,14,","8.4",",,0,04,","16.7",",0,11,+","894.7","0","470.1",",0","42.6",",,,0","104",",,,X","3.17",",0","5.31",",,,0","1.03",",,,0","","","","","","","",""
"USW00027401","1953-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","13",",0","3",",0","0",",0","6",",X","3",",X","0",",0","30",",0","13",",0","0",",0","0",",0","25","","","","19530930",",,0","19530930","+,,0","19530927",",,X","","","19530906",",,0","19530922",",,0","-5.6",",0,30,","25",",,0,30,+","36",",,X,27,","3.8",",,0,06,","5.0",",0,22,","1457.0","0","562.3",",0","18.9",",,,0","152",",,,X","-0.41",",0","0.90",",,,0","-1.73",",,,0","","","","","","","",""
"USW00027401","1953-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","27",",0","6",",0","0",",0","31",",X","4",",X","6",",0","31",",0","31",",0","0",",0","0",",0","17","","","","19531030",",,0","19531031","+,,0","19531024",",,X","","","19531024",",,0","19531011","+,,0","-26.7",",0,30,","229",",,0,31,+","38",",,X,24,","3.8",",,0,24,","-1.1",",0,11,+","2282.2","0","825.2",",0","43.6",",,,0","353",",,,X","-8.29",",0","-6.46",",,,0","-10.11",",,,0","","","","","","","",""
"USW00027401","1953-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","","","12",",0","0",",0","0",",0","30",",0","0",",0","21","2,0","28","2,0","28","2,0","0","2,0","0","2,0","9","","","","19531122",",2,0","19531113","+,,0","19531112","+,,0","","","19531112","+,,0","19531107",",2,0","-31.7","2,0,22,","279",",,0,13,+","13",",,0,12,+","1.3",",,0,12,+","-4.4","2,0,07,","","","","","7.2",",,,0","72",",,,0","-18.15","4,0","-14.48","2,,,0","-21.83","2,,,0","","","","","","","",""
"USW00027401","1953-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","14","","","","19531228",",,0","19531231","+,,0","19531204","+,,0","","","19531204",",,0","19531223","+,,0","-36.7",",0,28,","279",",,0,31,+","8",",,0,04,+","1.0",",,0,04,","-17.8",",0,23,+","","","1401.9",",0","3.5",",,,0","30",",,,0","-26.89",",0","-24.62",",,,0","-29.16",",,,0","","","","","","","",""
"USW00027401","1954-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","7",",0","1",",0","31",",0","7",",0","29",",0","31",",0","31",",0","0",",0","0",",0","6","","","","19540101",",,0","19540120","+,,0","19540117",",,0","","","19540117",",,0","19540119",",,0","-41.7",",0,01,","914",",,0,20,+","338",",,0,17,","33.8",",,0,17,","-5.6",",0,19,","","","1409.6",",0","83.0",",,,0","828",",,,0","-27.14",",0","-22.86",",,,0","-31.42",",,,0","","","","","","","",""
"USW00027401","1954-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","28",",0","0",",0","28",",0","28",",0","28",",0","0",",0","0",",0","5","","","","19540203",",,0","19540228","+,,0","19540225",",,0","","","19540225",",,0","19540211","+,,0","-42.8",",0,03,","635",",,0,28,+","13",",,0,25,","1.3",",,0,25,","-17.2",",0,11,+","","","1307.2",",0","5.8",",,,0","58",",,,0","-28.35",",0","-25.02",",,,0","-31.69",",,,0","","","","","","","",""
"USW00027401","1954-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","31",",0","2",",0","25",",0","31",",0","31",",0","0",",0","0",",0","10","","","","19540301",",,0","19540331","+,,0","19540323",",,0","","","19540323",",,0","19540326",",,0","-34.4",",0,01,","686",",,0,31,+","36",",,0,23,","3.6",",,0,23,","-1.1",",0,26,","","","1235.7",",0","8.6",",,,0","86",",,,0","-21.53",",0","-17.42",",,,0","-25.64",",,,0","","","","","","","",""
"USW00027401","1954-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","30",",0","1",",0","26",",0","30",",0","29",",0","0",",0","0",",0","18","","","","19540405",",,0","19540426","+,,0","19540406",",,0","","","19540406",",,0","19540425",",,0","-35.6",",0,05,","737",",,0,26,+","28",",,0,06,","2.8",",,0,06,","1.1",",0,25,","","","1097.2",",0","7.9",",,,0","79",",,,0","-18.24",",0","-12.31",",,,0","-24.17",",,,0","","","","","","","",""
"USW00027401","1954-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","11",",0","1",",0","0",",0","31",",0","1",",0","4",",0","31",",0","27",",0","0",",0","0",",0","22","","","","19540515","+,,0","19540514","+,,0","19540510",",,0","","","19540510",",,0","19540526",",,0","-21.7",",0,15,+","762",",,0,14,+","185",",,0,10,","18.5",",,0,10,","2.2",",0,26,","","","805.0",",0","28.5",",,,0","282",",,,0","-7.64",",0","-4.17",",,,0","-11.10",",,,0","","","","","","","",""
"USW00027401","1954-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","20",",0","0",",0","0",",0","27",",0","6",",0","0",",0","0",",0","26","","","","19540610",",,0","19540601",",,0","19540617",",,0","","","19540624",",,0","19540630",",,0","-6.1",",0,10,","127",",,0,01,","8",",,0,17,","5.3",",,0,24,","8.3",",0,30,","","","544.6",",0","7.2",",,,0","19",",,,0","0.18",",0","1.86",",,,0","-1.50",",,,0","","","","","","","",""
"USW00027401","1954-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","1",",0","1",",0","0",",0","7",",0","0",",0","0",",0","0",",0","23","","","","19540721",",,0","19540711",",,0","19540711",",,0","","","19540709",",,0","19540703",",,0","-2.8",",0,21,","51",",,0,11,","38",",,0,11,","14.2",",,0,09,","15.0",",0,03,","446.1","0","446.1",",0","23.4",",,,0","38",",,,0","3.94",",0","6.76",",,,0","1.12",",,,0","","","","","","","",""
"USW00027401","1954-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22","","","","19540817","+,,0","19540831","+,,0","19540831","+,,0","","","19540829",",,0","19540824",",,0","1.1",",0,17,+","0",",,0,31,+","0",",,0,31,+","2.3",",,0,29,","16.1",",0,24,","832.0","0","385.9",",0","9.1",",,,0","0",",,,0","5.89",",0","8.47",",,,0","3.30",",,,0","","","","","","","",""
"USW00027401","1954-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","15","1,0","4","1,0","0","1,0","14",",0","5",",0","0",",0","17",",0","11",",0","0",",0","0",",0","14","","","","19540923",",,0","19540923","+,,0","19540918",",,0","","","19540919",",1,0","19540904",",,0","-13.3",",0,23,","508",",,0,23,+","358",",,0,18,","23.9","1,,0,19,","12.8",",0,04,","1355.5","0","523.5",",0","72.9","1,,,0","859",",,,0","0.88",",0","3.36",",,,0","-1.59",",,,0","","","","","","","",""
"USW00027401","1954-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","15","1,0","4","1,0","0","1,0","31",",0","5",",0","2",",0","31",",0","29",",0","0",",0","0",",0","14","","","","19541022",",,0","19541014","+,,0","19541005",",,0","","","19541006",",1,0","19541004",",,0","-22.8",",0,22,","610",",,0,14,+","406",",,0,05,","15.2","1,,0,06,","1.7",",0,04,","2128.7","0","773.2",",0","41.4","1,,,0","813",",,,0","-6.61",",0","-4.37",",,,0","-8.85",",,,0","","","","","","","",""
